type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload,instances_instance_7_id,instances_instance_7_cost,instances_instance_7_time_inUse,instances_instance_7_time_available,instances_instance_7_time_workload,instances_instance_8_id,instances_instance_8_cost,instances_instance_8_time_inUse,instances_instance_8_time_available,instances_instance_8_time_workload,instances_instance_9_id,instances_instance_9_cost,instances_instance_9_time_inUse,instances_instance_9_time_available,instances_instance_9_time_workload,instances_instance_10_id,instances_instance_10_cost,instances_instance_10_time_inUse,instances_instance_10_time_available,instances_instance_10_time_workload,instances_instance_11_id,instances_instance_11_cost,instances_instance_11_time_inUse,instances_instance_11_time_available,instances_instance_11_time_workload,instances_instance_12_id,instances_instance_12_cost,instances_instance_12_time_inUse,instances_instance_12_time_available,instances_instance_12_time_workload,instances_instance_13_id,instances_instance_13_cost,instances_instance_13_time_inUse,instances_instance_13_time_available,instances_instance_13_time_workload,instances_instance_14_id,instances_instance_14_cost,instances_instance_14_time_inUse,instances_instance_14_time_available,instances_instance_14_time_workload,instances_instance_15_id,instances_instance_15_cost,instances_instance_15_time_inUse,instances_instance_15_time_available,instances_instance_15_time_workload
Role_12,1489728.0,2.1601056E7,1.3407552E7,7448640.0,1.7876736E7,1.3314444E7,2.13031104E8,5107.0,10514.0,7195.0,5556.0,8869.0,7485.375,119766.0,744864.0,744864.0,744864.0,744864.0,744864.0,744864.0,1.1917824E7,0.006856285174206298,0.01411532843579499,0.009659481462387765,0.007459079778321949,0.011906871589981527,0.010049317727799975,0.1607890836447996,Kim Passa,1.5642144E7,6444,744864,0.008651243716973837,Clement Duchot,1489728.0,8869,744864,0.011906871589981527,Nico Ojenbeer,1.3407552E7,7145,744864,0.009592355114490698,Francis Odell,1.1917824E7,7388,744864,0.009918589165270438,Fjodor Kowalski,1.7876736E7,5965,744864,0.008008173304119947,Esmana Liubiata,1.3407552E7,7195,744864,0.009659481462387765,Alberto Duport,1.6387008E7,8897,744864,0.011944462344803883,Christian Francois,1.7876736E7,8253,744864,0.011079874983889676,Anna Kaufmann,2.1601056E7,5556,744864,0.007459079778321949,Heinz Gutschmidt,1.3407552E7,8330,744864,0.011183249559651158,Miu Hanwan,5214048.0,5107,744864,0.006856285174206298,Maris Freeman,5214048.0,10514,744864,0.01411532843579499,Tesca Lobes,2.0856192E7,10331,744864,0.01386964600249173,Anne Olwada,1.9366464E7,5287,744864,0.007097940026635735,Immanuel Karagianni,1.1917824E7,9054,744864,0.01215523907720067,Penn Osterwalder,7448640.0,5431,744864,0.007291263908579284
Role_8,8193504.0,2.234592E7,8193504.0,8193504.0,2.234592E7,1.5269712E7,3.0539424E7,117266.0,120320.0,117266.0,117266.0,120320.0,118793.0,237586.0,744864.0,744864.0,744864.0,744864.0,744864.0,744864.0,1489728.0,0.1574327662499463,0.16153284357949907,0.1574327662499463,0.1574327662499463,0.16153284357949907,0.15948280491472266,0.31896560982944533,Pedro Alvares,2.234592E7,117266,744864,0.1574327662499463,Karalda Nimwada,8193504.0,120320,744864,0.16153284357949907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_1,1489728.0,2.1601056E7,1.3407552E7,8193504.0,1.7876736E7,1.3620370285714285E7,1.90685184E8,48394.0,76090.0,64401.0,58670.0,72818.0,65185.92857142857,912603.0,744864.0,744864.0,744864.0,744864.0,744864.0,744864.0,1.0428096E7,0.06497024960261202,0.10215287622975469,0.08646007861837866,0.07876605662241698,0.09776012802337071,0.0875138663855799,1.2251941293981186,Kim Passa,1.5642144E7,72818,744864,0.09776012802337071,Clement Duchot,1489728.0,72926,744864,0.09790512093482837,Nico Ojenbeer,1.3407552E7,56662,744864,0.07607026249087082,Fjodor Kowalski,1.7876736E7,58670,744864,0.07876605662241698,Elvira Lores,8193504.0,70886,744864,0.09516636594062809,Esmana Liubiata,1.3407552E7,55935,744864,0.07509424539244748,Alberto Duport,1.6387008E7,64401,744864,0.08646007861837866,Christian Francois,1.7876736E7,62618,744864,0.08406635305236929,Anna Kaufmann,2.1601056E7,75077,744864,0.10079289642136013,Miu Hanwan,5214048.0,62108,744864,0.08338166430381921,Tesca Lobes,2.0856192E7,66072,744864,0.0887034411650986,Anne Olwada,1.9366464E7,69946,744864,0.09390439060016326,Immanuel Karagianni,1.1917824E7,48394,744864,0.06497024960261202,Penn Osterwalder,7448640.0,76090,744864,0.10215287622975469,,,,,,,,,,
Role_3,2979456.0,1.7876736E7,8193504.0,6703776.0,1.2662688E7,9683232.0,4.841616E7,4203367.0,4403510.0,4246875.0,4229755.0,4289279.0,4274557.2,2.1372786E7,744864.0,744864.0,744864.0,744864.0,744864.0,744864.0,3724320.0,5.643133511620913,5.911830884564162,5.701544174507024,5.678560112987069,5.758472687631568,5.738708274262146,28.693541371310733,Carmen Finacse,1.2662688E7,4246875,744864,5.701544174507024,Esmeralda Clay,8193504.0,4229755,744864,5.678560112987069,Karen Clarens,6703776.0,4203367,744864,5.643133511620913,Kiu Kan,2979456.0,4289279,744864,5.758472687631568,Sean Manney,1.7876736E7,4403510,744864,5.911830884564162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_15,1.0428096E7,2.1601056E7,1.7876736E7,1.0428096E7,2.1601056E7,1.6635296E7,4.9905888E7,3783427.0,3817672.0,3810287.0,3783427.0,3817672.0,3803795.3333333335,1.1411386E7,744864.0,744864.0,744864.0,744864.0,744864.0,744864.0,2234592.0,5.079352740903038,5.125327576577738,5.115413014993341,5.079352740903038,5.125327576577738,5.106697777491372,15.320093332474116,Karel de Groot,1.7876736E7,3783427,744864,5.079352740903038,Magdalena Predutta,1.0428096E7,3810287,744864,5.115413014993341,Francois de Perrier,2.1601056E7,3817672,744864,5.125327576577738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
